TransactionID,Date,ProductID,Type,SupplierID,Quantity,Promised_Delivery_Days,Actual_Delivery_Days
591,2025-08-31,101,Sale,0,117,0,0
592,2025-02-10,105,Sale,0,191,0,0
593,2025-11-30,109,Sale,0,95,0,0
594,2025-01-11,115,Sale,0,37,0,0
595,2025-04-15,115,Sale,0,328,0,0
596,2025-12-27,111,Purchase,10,80,4,5
597,2025-09-26,115,Sale,0,137,0,0
598,2025-12-17,112,Purchase,2,91,9,10
599,2025-06-30,114,Purchase,9,244,10,10
600,2025-05-17,113,Purchase,3,174,3,11
601,2025-05-06,107,Sale,0,233,0,0
602,2025-11-23,107,Sale,0,466,0,0
603,2025-05-03,105,Sale,0,223,0,0
604,2025-11-17,119,Purchase,9,265,6,7
605,2025-11-19,108,Sale,0,370,0,0
606,2025-12-03,105,Sale,0,65,0,0
607,2025-06-05,104,Purchase,7,68,4,14
608,2025-07-06,110,Purchase,9,498,10,8
609,2025-08-04,119,Purchase,4,208,8,7
610,2025-02-27,116,Purchase,4,357,9,7
611,2025-04-04,117,Purchase,9,491,3,1
612,2025-11-14,120,Purchase,9,335,10,11
613,2025-11-19,112,Sale,0,191,0,0
614,2025-09-28,112,Purchase,1,477,8,7
615,2025-05-05,116,Purchase,6,489,5,3
616,2025-10-18,104,Sale,0,67,0,0
617,2025-07-15,107,Sale,0,309,0,0
618,2025-12-09,118,Sale,0,279,0,0
619,2025-12-25,120,Purchase,4,348,10,10
620,2025-07-20,117,Sale,0,103,0,0
621,2025-10-31,115,Purchase,9,48,4,3
622,2025-03-22,110,Sale,0,110,0,0
623,2025-04-30,119,Sale,0,31,0,0
624,2025-07-07,118,Sale,0,325,0,0
625,2025-02-24,101,Purchase,6,80,3,1
626,2025-01-07,110,Purchase,10,390,6,6
627,2025-09-16,102,Purchase,9,413,8,6
628,2025-05-20,119,Sale,0,306,0,0
629,2025-05-11,116,Sale,0,113,0,0
630,2025-08-31,112,Purchase,5,190,5,5
631,2025-06-08,115,Sale,0,262,0,0
632,2025-02-19,106,Sale,0,271,0,0
633,2025-06-08,117,Purchase,3,415,3,9
634,2025-02-06,104,Sale,0,96,0,0
635,2025-03-03,119,Sale,0,101,0,0
636,2025-08-15,109,Purchase,10,325,3,4
637,2025-04-10,111,Sale,0,346,0,0
638,2025-08-26,115,Sale,0,472,0,0
639,2025-09-09,118,Purchase,4,254,5,6
640,2025-04-14,107,Sale,0,375,0,0
641,2025-11-14,102,Sale,0,382,0,0
642,2025-02-02,119,Purchase,9,33,6,4
643,2025-09-20,117,Sale,0,201,0,0
644,2025-07-02,117,Sale,0,57,0,0
645,2025-09-22,101,Purchase,7,255,4,13
646,2025-07-30,105,Sale,0,429,0,0
647,2025-04-16,118,Purchase,8,103,6,4
648,2025-10-23,116,Sale,0,416,0,0
649,2025-02-07,117,Purchase,10,378,4,2
650,2025-11-21,120,Purchase,4,177,10,9
651,2025-08-13,111,Purchase,8,263,10,8
652,2025-12-10,114,Purchase,7,72,5,10
653,2025-03-04,114,Purchase,7,294,3,9
654,2025-03-24,103,Purchase,4,123,8,7
655,2025-07-31,109,Purchase,6,489,4,5
656,2025-03-09,108,Sale,0,136,0,0
657,2025-10-31,101,Purchase,10,204,7,6
658,2025-03-16,104,Sale,0,66,0,0
659,2025-07-15,108,Purchase,7,178,5,14
660,2025-07-12,109,Purchase,2,286,4,3
661,2025-03-30,108,Purchase,1,437,3,2
662,2025-07-06,102,Purchase,5,320,9,10
663,2025-07-29,104,Sale,0,342,0,0
664,2025-12-08,110,Sale,0,77,0,0
665,2025-11-09,111,Purchase,3,57,3,9
666,2025-09-18,117,Purchase,3,38,5,13
667,2025-09-16,102,Purchase,8,187,5,3
668,2025-08-07,111,Sale,0,310,0,0
669,2025-05-17,120,Purchase,2,138,10,9
670,2025-08-17,105,Sale,0,447,0,0
671,2025-09-24,116,Purchase,8,135,10,10
672,2025-03-20,109,Purchase,10,494,10,8
673,2025-09-28,106,Purchase,10,66,5,6
674,2025-11-15,102,Sale,0,61,0,0
675,2025-11-08,109,Sale,0,155,0,0
676,2025-10-24,117,Sale,0,57,0,0
677,2025-02-18,116,Sale,0,304,0,0
678,2025-04-22,106,Purchase,10,154,10,9
679,2025-01-03,102,Sale,0,375,0,0
680,2025-04-07,109,Sale,0,427,0,0
681,2025-10-26,115,Sale,0,100,0,0
682,2025-05-19,117,Purchase,5,322,5,3
683,2025-08-01,103,Purchase,10,453,8,9
684,2025-01-02,113,Sale,0,244,0,0
685,2025-05-29,116,Purchase,5,269,10,10
686,2025-06-22,116,Purchase,3,401,3,7
687,2025-12-15,116,Sale,0,74,0,0
688,2025-11-09,102,Purchase,2,364,4,3
689,2025-04-25,104,Purchase,1,49,5,5
690,2025-02-27,102,Purchase,3,78,10,16
691,2025-09-08,106,Sale,0,422,0,0
692,2025-01-03,119,Purchase,1,266,10,11
693,2025-04-07,107,Purchase,1,35,3,2
694,2025-10-12,113,Purchase,10,252,5,5
695,2025-09-25,103,Purchase,3,13,7,12
696,2025-01-20,115,Purchase,1,12,6,7
697,2025-05-25,107,Purchase,9,76,4,5
698,2025-11-29,115,Purchase,4,81,3,3
699,2025-07-21,108,Sale,0,440,0,0
700,2025-04-26,118,Purchase,9,361,5,3
701,2025-06-14,107,Purchase,9,314,6,4
702,2025-07-03,105,Purchase,4,44,8,7
703,2025-08-30,113,Sale,0,284,0,0
704,2025-07-27,119,Purchase,8,361,7,6
705,2025-02-15,106,Purchase,6,218,8,8
706,2025-12-26,101,Sale,0,214,0,0
707,2025-01-26,118,Sale,0,480,0,0
708,2025-09-05,105,Purchase,8,269,4,5
709,2025-12-29,103,Purchase,9,306,7,5
710,2025-01-14,107,Sale,0,241,0,0
711,2025-02-14,116,Purchase,2,462,6,7
712,2025-07-10,105,Sale,0,406,0,0
713,2025-06-11,108,Purchase,7,459,10,17
714,2025-09-30,115,Purchase,8,290,3,1
715,2025-03-01,106,Purchase,3,278,7,11
716,2025-07-18,106,Purchase,5,51,9,10
717,2025-10-10,103,Purchase,4,469,5,3
718,2025-05-08,112,Purchase,7,297,10,17
719,2025-09-19,115,Purchase,7,183,9,19
720,2025-07-16,103,Purchase,4,134,6,7
721,2025-10-31,106,Sale,0,474,0,0
722,2025-08-15,109,Sale,0,18,0,0
723,2025-07-13,106,Sale,0,229,0,0
724,2025-09-28,106,Sale,0,23,0,0
725,2025-02-04,112,Purchase,6,416,8,7
726,2025-01-11,109,Purchase,7,34,5,11
727,2025-12-27,112,Purchase,2,208,10,9
728,2025-04-23,108,Purchase,3,87,5,9
729,2025-09-12,104,Sale,0,63,0,0
730,2025-08-22,105,Purchase,10,62,4,3
731,2025-06-12,120,Sale,0,372,0,0
732,2025-08-29,108,Purchase,5,470,5,5
733,2025-06-24,116,Sale,0,114,0,0
734,2025-09-09,104,Purchase,10,292,3,3
735,2025-01-14,109,Purchase,2,432,4,2
736,2025-12-16,111,Sale,0,79,0,0
737,2025-08-15,108,Sale,0,224,0,0
738,2025-02-17,116,Purchase,1,424,6,6
739,2025-06-13,110,Sale,0,428,0,0
740,2025-08-02,101,Purchase,10,108,8,6
741,2025-11-03,105,Sale,0,281,0,0
742,2025-06-11,105,Purchase,6,234,10,10
743,2025-08-25,115,Sale,0,450,0,0
744,2025-07-18,104,Purchase,7,471,4,14
745,2025-08-17,113,Sale,0,62,0,0
746,2025-02-22,101,Purchase,7,305,9,13
747,2025-08-01,116,Purchase,5,407,9,9
748,2025-08-03,113,Sale,0,127,0,0
749,2025-12-24,118,Purchase,9,349,8,7
750,2025-09-08,104,Sale,0,405,0,0
751,2025-04-24,114,Sale,0,350,0,0
752,2025-11-23,105,Purchase,4,213,7,6
753,2025-06-20,115,Purchase,3,191,9,14
754,2025-11-23,105,Purchase,8,340,5,5
755,2025-08-18,111,Purchase,2,57,7,6
756,2025-11-05,104,Purchase,9,295,3,1
757,2025-03-06,112,Sale,0,458,0,0
758,2025-08-26,116,Purchase,9,272,4,3
759,2025-12-13,113,Purchase,7,89,3,9
760,2025-08-03,104,Sale,0,98,0,0
761,2025-04-26,120,Purchase,6,470,9,10
762,2025-07-10,104,Purchase,2,19,10,10
763,2025-09-16,112,Sale,0,41,0,0
764,2025-04-11,117,Purchase,9,162,10,8
765,2025-11-16,110,Purchase,2,456,3,2
766,2025-06-02,101,Purchase,4,342,10,8
767,2025-02-16,101,Sale,0,304,0,0
768,2025-08-31,119,Sale,0,147,0,0
769,2025-09-13,111,Sale,0,305,0,0
770,2025-10-20,117,Purchase,7,383,7,13
771,2025-11-20,117,Sale,0,99,0,0
772,2025-09-17,110,Purchase,10,360,4,3
773,2025-05-26,105,Sale,0,455,0,0
774,2025-12-14,115,Sale,0,315,0,0
775,2025-09-16,102,Purchase,5,257,5,6
776,2025-04-22,110,Purchase,3,484,7,17
777,2025-06-03,116,Sale,0,206,0,0
778,2025-06-26,117,Purchase,10,364,9,7
779,2025-03-14,101,Sale,0,88,0,0
780,2025-12-11,118,Purchase,7,445,3,9
781,2025-06-02,110,Sale,0,250,0,0
782,2025-10-03,104,Purchase,6,217,8,6
783,2025-01-28,115,Purchase,3,417,4,14
784,2025-03-28,101,Sale,0,106,0,0
785,2025-05-04,115,Sale,0,149,0,0
786,2025-04-15,116,Purchase,2,322,5,4
787,2025-05-28,110,Sale,0,73,0,0
788,2025-09-22,119,Purchase,1,473,8,8
789,2025-07-26,104,Purchase,10,193,5,6
790,2025-10-26,114,Sale,0,237,0,0
791,2025-11-26,119,Purchase,5,183,9,9
792,2025-10-09,116,Sale,0,118,0,0
793,2025-11-18,110,Sale,0,142,0,0
794,2025-07-27,118,Sale,0,324,0,0
795,2025-12-24,109,Sale,0,25,0,0
796,2025-03-29,103,Sale,0,41,0,0
797,2025-05-28,116,Purchase,2,265,5,4
798,2025-06-24,113,Sale,0,46,0,0
799,2025-10-28,119,Sale,0,462,0,0
800,2025-12-19,101,Sale,0,377,0,0
801,2025-11-16,117,Purchase,3,401,5,11
802,2025-09-14,106,Sale,0,440,0,0
803,2025-04-28,114,Sale,0,55,0,0
804,2025-04-13,105,Purchase,2,85,5,6
805,2025-01-14,116,Purchase,7,68,7,12
806,2025-07-13,111,Sale,0,339,0,0
807,2025-09-25,105,Sale,0,481,0,0
808,2025-10-27,108,Sale,0,251,0,0
809,2025-09-02,103,Purchase,6,135,3,4
810,2025-03-29,110,Sale,0,476,0,0
811,2025-05-19,113,Purchase,7,68,8,17
812,2025-05-31,109,Sale,0,158,0,0
813,2025-12-28,114,Purchase,8,176,7,7
814,2025-05-23,104,Sale,0,208,0,0
815,2025-01-15,106,Sale,0,171,0,0
816,2025-02-19,109,Purchase,9,72,6,4
817,2025-11-15,117,Sale,0,225,0,0
818,2025-03-16,106,Purchase,7,208,4,8
819,2025-02-07,116,Sale,0,242,0,0
820,2025-11-22,110,Purchase,2,11,6,5
821,2025-01-10,114,Sale,0,295,0,0
822,2025-07-20,116,Purchase,10,199,9,7
823,2025-02-03,112,Purchase,8,172,10,8
824,2025-05-02,116,Sale,0,468,0,0
825,2025-07-24,103,Sale,0,373,0,0
826,2025-12-05,119,Purchase,2,234,6,7
827,2025-10-05,117,Sale,0,276,0,0
828,2025-01-24,104,Sale,0,392,0,0
829,2025-08-24,107,Purchase,5,239,7,8
830,2025-03-06,104,Purchase,4,350,3,4
831,2025-12-11,113,Purchase,8,149,10,10
832,2025-11-20,109,Purchase,1,353,6,5
833,2025-01-28,119,Sale,0,238,0,0
834,2025-03-21,109,Purchase,1,317,5,4
835,2025-11-03,105,Purchase,5,466,7,5
836,2025-01-24,113,Purchase,4,250,7,8
837,2025-07-17,101,Sale,0,340,0,0
838,2025-09-05,118,Purchase,6,79,5,3
839,2025-01-26,109,Sale,0,417,0,0
840,2025-09-29,101,Purchase,1,277,3,1
841,2025-01-20,107,Purchase,10,409,7,6
842,2025-04-11,116,Sale,0,305,0,0
843,2025-07-26,118,Purchase,5,197,6,7
844,2025-07-19,118,Purchase,4,309,4,5
845,2025-03-07,112,Sale,0,245,0,0
846,2025-05-22,119,Sale,0,337,0,0
847,2025-12-19,107,Purchase,1,412,5,3
848,2025-02-18,107,Sale,0,262,0,0
849,2025-05-04,102,Purchase,2,421,9,10
850,2025-06-08,107,Sale,0,287,0,0
851,2025-05-22,114,Sale,0,370,0,0
852,2025-08-16,107,Sale,0,235,0,0
853,2025-06-07,110,Sale,0,131,0,0
854,2025-01-27,109,Sale,0,152,0,0
855,2025-03-28,108,Sale,0,488,0,0
856,2025-07-09,105,Purchase,2,193,8,7
857,2025-08-30,120,Purchase,8,69,4,2
858,2025-09-11,108,Purchase,3,306,6,13
859,2025-04-28,115,Sale,0,417,0,0
860,2025-10-12,110,Purchase,8,245,3,1
861,2025-01-23,119,Sale,0,243,0,0
862,2025-08-26,102,Sale,0,359,0,0
863,2025-03-27,113,Sale,0,223,0,0
864,2025-11-23,109,Purchase,9,102,9,7
865,2025-11-09,118,Sale,0,454,0,0
866,2025-06-01,116,Sale,0,288,0,0
867,2025-02-13,110,Purchase,5,329,10,11
868,2025-08-07,103,Purchase,4,421,8,7
869,2025-02-16,110,Sale,0,309,0,0
870,2025-02-14,117,Sale,0,172,0,0
871,2025-04-13,106,Sale,0,427,0,0
872,2025-11-29,116,Purchase,10,386,7,8
873,2025-08-27,106,Purchase,5,234,10,9
874,2025-05-18,103,Sale,0,237,0,0
875,2025-08-19,105,Sale,0,88,0,0
876,2025-03-29,108,Sale,0,193,0,0
877,2025-06-11,110,Sale,0,262,0,0
878,2025-12-20,103,Purchase,5,143,7,7
879,2025-07-23,116,Sale,0,62,0,0
880,2025-06-09,113,Sale,0,17,0,0
881,2025-04-20,116,Sale,0,431,0,0
882,2025-04-01,104,Purchase,7,181,6,15
883,2025-01-22,106,Purchase,2,114,3,4
884,2025-07-08,118,Sale,0,239,0,0
885,2025-11-03,104,Sale,0,307,0,0
886,2025-06-09,102,Sale,0,236,0,0
887,2025-07-28,111,Purchase,9,13,8,8
888,2025-07-09,118,Sale,0,176,0,0
889,2025-09-14,115,Sale,0,380,0,0
890,2025-07-13,107,Purchase,8,489,4,3
891,2025-01-05,115,Purchase,8,189,6,4
892,2025-05-15,118,Purchase,7,295,5,11
893,2025-09-08,103,Purchase,9,53,7,7
894,2025-02-14,112,Sale,0,269,0,0
895,2025-10-12,104,Sale,0,425,0,0
896,2025-07-01,114,Purchase,3,255,3,10
897,2025-01-28,120,Purchase,1,99,5,6
898,2025-10-29,114,Sale,0,429,0,0
899,2025-03-02,113,Sale,0,196,0,0
900,2025-05-19,115,Purchase,1,349,3,1
901,2025-01-16,112,Sale,0,113,0,0
902,2025-09-17,104,Purchase,1,44,8,8
903,2025-02-26,104,Sale,0,103,0,0
904,2025-10-19,116,Sale,0,133,0,0
905,2025-08-14,110,Sale,0,367,0,0
906,2025-06-27,117,Purchase,10,206,5,5
907,2025-07-18,107,Sale,0,477,0,0
908,2025-09-19,115,Purchase,6,61,9,7
909,2025-04-26,115,Purchase,8,216,5,6
910,2025-05-03,115,Purchase,7,114,9,19
911,2025-08-25,106,Purchase,9,76,9,10
912,2025-10-16,118,Sale,0,282,0,0
913,2025-04-03,116,Sale,0,237,0,0
914,2025-01-29,104,Purchase,8,356,6,5
915,2025-01-09,115,Purchase,2,158,6,4
916,2025-11-26,109,Sale,0,201,0,0
917,2025-08-30,119,Sale,0,220,0,0
918,2025-09-08,107,Purchase,4,248,5,3
919,2025-12-03,112,Sale,0,485,0,0
920,2025-03-24,118,Sale,0,323,0,0
921,2025-11-13,103,Sale,0,261,0,0
922,2025-01-07,102,Purchase,10,458,5,3
923,2025-04-05,101,Sale,0,181,0,0
924,2025-03-17,116,Sale,0,69,0,0
925,2025-01-01,110,Sale,0,193,0,0
926,2025-07-20,111,Purchase,8,338,3,2
927,2025-04-07,103,Sale,0,472,0,0
928,2025-07-05,114,Purchase,7,220,9,15
929,2025-10-30,111,Purchase,4,271,6,5
930,2025-12-28,101,Sale,0,178,0,0
931,2025-06-14,112,Sale,0,164,0,0
932,2025-10-20,113,Sale,0,184,0,0
933,2025-09-17,118,Sale,0,331,0,0
934,2025-08-10,115,Sale,0,290,0,0
935,2025-09-13,113,Purchase,10,54,5,5
936,2025-04-02,109,Sale,0,24,0,0
937,2025-09-07,110,Purchase,8,452,9,9
938,2025-03-31,117,Sale,0,159,0,0
939,2025-12-07,101,Sale,0,329,0,0
940,2025-05-21,120,Purchase,8,371,7,7
941,2025-06-20,102,Purchase,8,408,3,3
942,2025-03-09,106,Sale,0,417,0,0
943,2025-02-25,113,Sale,0,178,0,0
944,2025-06-29,116,Sale,0,266,0,0
945,2025-10-20,104,Purchase,8,312,9,8
946,2025-06-22,118,Purchase,2,203,7,7
947,2025-03-20,114,Purchase,1,108,5,3
948,2025-06-21,102,Sale,0,467,0,0
949,2025-08-25,113,Sale,0,119,0,0
950,2025-09-03,120,Sale,0,351,0,0
951,2025-09-11,120,Purchase,7,239,8,14
952,2025-04-19,104,Sale,0,419,0,0
953,2025-07-10,118,Purchase,8,290,4,2
954,2025-04-19,101,Purchase,3,212,5,12
955,2025-04-10,119,Sale,0,278,0,0
956,2025-04-09,111,Purchase,7,392,6,16
957,2025-09-08,104,Purchase,2,221,8,7
958,2025-08-17,108,Sale,0,493,0,0
959,2025-08-16,117,Purchase,6,108,10,10
960,2025-11-18,108,Purchase,5,31,9,9
961,2025-05-25,118,Purchase,2,354,4,2
962,2025-09-08,115,Purchase,5,363,9,7
963,2025-04-07,110,Sale,0,14,0,0
964,2025-03-10,107,Sale,0,269,0,0
965,2025-10-30,109,Sale,0,183,0,0
966,2025-05-16,114,Purchase,4,34,6,5
967,2025-02-24,115,Sale,0,154,0,0
968,2025-10-25,120,Purchase,6,142,10,9
969,2025-12-16,106,Purchase,9,247,3,2
970,2025-12-02,111,Purchase,6,229,4,4
971,2025-12-27,118,Purchase,1,351,6,7
972,2025-12-24,103,Purchase,1,191,4,5
973,2025-06-12,112,Sale,0,37,0,0
974,2025-04-08,108,Sale,0,55,0,0
975,2025-08-06,104,Purchase,8,273,3,4
976,2025-02-04,119,Sale,0,130,0,0
977,2025-06-07,119,Sale,0,135,0,0
978,2025-06-20,110,Purchase,10,214,10,9
979,2025-10-29,107,Purchase,6,197,3,4
980,2025-01-28,112,Sale,0,13,0,0
981,2025-07-01,118,Purchase,6,309,4,4
982,2025-10-07,119,Sale,0,337,0,0
983,2025-05-28,102,Sale,0,145,0,0
984,2025-08-29,119,Sale,0,32,0,0
985,2025-08-08,120,Sale,0,45,0,0
986,2025-08-24,115,Purchase,4,198,4,4
987,2025-05-26,104,Sale,0,206,0,0
988,2025-11-25,117,Purchase,3,154,8,17
989,2025-07-20,119,Purchase,1,283,3,3
990,2025-05-02,113,Purchase,10,466,3,1
991,2025-08-20,101,Purchase,10,265,9,9
992,2025-10-14,119,Sale,0,64,0,0
993,2025-03-25,111,Purchase,10,159,8,7
994,2025-04-10,111,Sale,0,380,0,0
995,2025-12-17,119,Sale,0,287,0,0
996,2025-04-19,104,Sale,0,462,0,0
997,2025-07-05,105,Purchase,3,494,4,10
998,2025-08-24,111,Sale,0,271,0,0
999,2025-02-08,104,Purchase,10,216,3,1
1000,2025-08-17,104,Purchase,10,53,9,8
